,id,semester,sarappd_apdc_code,attendance_status,act_composite,rec_test_plan,fafsa_ind,rec_country_of_orig,rec_eof_location,gender,major,saradap_admt_code,program,first_gen_ind,math_readiness_ind,pckg_group_ind,concentration,housing_interest,hs_name,overall_gpa,major_desc,spraddr_cnty_code,age,saradap_majr_code_conc_1,housing,final_grade,hs_state,hs_county,saradap_styp_code_2,spraddr_stat_code,col_desc,sarappd_apdc_date,rec_completed_date,hous_dep_paid,hs_city,sat_erbw,dchs_ind,sat_math,sat_total,col_state,ethnicity
82,132057,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,BIOL,FR,BIOL-BS,,,UGWPN,GENE,HO,OCEAN CITY HIGH SCHOOL,,Biology,9,18,COND,,,NJ,Cape May,F,NJ,,2022-03-31,2022-02-10,,OCEAN CITY,,,,0,,More Than 1 Race
83,132056,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,,UGOFFN,COND,,EAST BRUNSWICK HIGH SCHOOL,,Health Science,23,19,COND,,,NJ,Middlesex,F,NJ,,2022-04-07,2022-02-10,,EAST BRUNSWICK,400.0,,370.0,770,,Hispanic or Latino
84,132053,,IE,,,I will submit SAT or ACT scores,Y,,,f,EXSC,FR,,,,UGONN,,HO,PENNSVILLE MEMORIAL HIGH,,,33,18,COND,,,NJ,Salem,F,NJ,SALEM COMMUNITY COLLEGE,2022-04-06,2022-02-09,,PENNSVILLE,630.0,,530.0,1160,NJ,Caucasian or White
85,132049,spring,IE,ft,,I will submit SAT or ACT scores,Y,,,m,CSCI,FR,CSCI,,,UGONN,COND,,MAINLAND REGIONAL HIGH SCHOOL,,Computer Science,1,18,COND,,,NJ,Atlantic,F,NJ,,2022-03-24,2022-02-09,,LINWOOD,,,,0,,Caucasian or White
86,132044,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,HLSC,FR,HLTH-BS,,,UGONN,COND,HO,DELRAN HIGH SCHOOL,,Health Science,5,19,COND,Y,,NJ,Burlington,F,NJ,,2022-04-30,2022-02-08,Y,DELRAN,,,,0,,Asian
87,132029,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,,UGONN,GENE,HO,SAYREVILLE WAR MEMORIAL HIGH,,Health Science,23,18,COND,Y,,NJ,Middlesex,F,NJ,MIDDLESEX COLLEGE,2022-04-03,2022-02-07,,PARLIN,430.0,,400.0,830,NJ,Caucasian or White
88,132024,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,EXSC,FR,EXSC-BS,FGNY: Completed grade school,,UGONN,GENE,HO,CLEARVIEW REGIONAL HIGH,,Exercise Science,15,18,COND,Y,,NJ,Gloucester,F,NJ,,2022-03-31,2022-02-07,Y,MULLICA HILL,550.0,,560.0,1110,,Caucasian or White
89,132018,spring,IE,ft,,I will submit SAT or ACT scores,Y,,,m,EXSC,FR,EXSC-BS,,,UGONN,GENE,HO,RARITAN HIGH SCHOOL,,Exercise Science,25,18,COND,Y,,NJ,Monmouth,F,NJ,,2022-03-27,2022-02-18,,HAZLET,490.0,,490.0,980,,Caucasian or White
90,132014,,IE,,,I will NOT submit SAT or ACT scores,Y,,,f,ENSC,SP,,,,UGWPN,,HO,ATLANTIC CITY HS,,,1,19,COND,,,NJ,Atlantic,F,NJ,,2022-05-12,2022-02-04,,ATLANTIC CITY,,,,0,,Hispanic or Latino
91,132008,spring,IE,ft,,I will NOT submit SAT or ACT scores,,,,m,CSCI,FR,CSCI,,,,GENE,,ABSEGAMI HIGH SCHOOL,,Computer Science,1,18,COND,,,NJ,Atlantic,F,NJ,,2022-03-09,2022-02-03,,GALLOWAY,580.0,,480.0,1060,,Asian
92,131996,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,ENSC,FR,ENVL_BS,,,UGONN,GENE,HO,WASHINGTON TWP. HIGH SCHOOL,,Environmental Science,7,18,COND,Y,,NJ,Gloucester,F,NJ,,2022-02-21,2022-02-02,Y,SEWELL,,,,0,,Caucasian or White
93,131995,spring,IE,ft,,I will submit SAT or ACT scores,Y,,Main Campus - Verified,m,CSCI,EO,CSCI,,,UGONN,GENE,HO,DUMONT HIGH SCHOOL,,Computer Science,3,18,COND,Y,,NJ,Bergen,F,NJ,,2022-03-21,2022-02-02,,DUMONT,550.0,,560.0,1110,,Caucasian or White
94,131994,spring,IE,ft,,I will submit SAT or ACT scores,Y,,,m,EXSC,FR,EXSC-BS,FGNY: Graduated from community college: Asso. degree,,UGWPN,COND,,EGG HARBOR TOWNSHIP HS,,Exercise Science,1,19,COND,,,NJ,Atlantic,F,NJ,,2022-05-02,2022-02-02,,EGG HARBOR TOWNSHIP,470.0,,470.0,940,,Caucasian or White
95,131992,spring,IE,ft,,I will submit SAT or ACT scores,Y,,,m,HLSC,FR,HLTH-BS,,,UGONN,GENE,HO,WILLIAMSTOWN HIGH SCHOOL,,Health Science,15,18,COND,Y,,NJ,Gloucester,F,NJ,,2022-02-20,2022-02-02,Y,WILLIAMSTOWN,460.0,,490.0,950,,Caucasian or White
96,131982,,IE,,,I will NOT submit SAT or ACT scores,,,,f,HLSC,FR,,,,UGOFFN,,,PLEASANTVILLE HS,,,1,18,COND,,,NJ,Atlantic,F,NJ,,2022-04-29,2022-02-01,,PLEASANTVILLE,,,,0,,Hispanic or Latino
97,131977,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,,UGONN,COND,HO,NORTH STAR ACADEMY - LINCOLN P,,Health Science,13,18,COND,Y,,NJ,Essex,F,NJ,,2022-06-27,2022-02-01,Y,NEWARK,,,,0,,Black or African American
98,131971,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,CSCI,FR,CSCI,,,UGOFFN,GENE,HO,EGG HARBOR TOWNSHIP HS,,Computer Science,1,18,COND,,,NJ,Atlantic,F,NJ,,2022-05-04,2022-02-07,,EGG HARBOR TOWNSHIP,,,,0,,Black or African American
99,131970,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,BIOL,FR,BIOL-BS,,,UGONN,GENE,HO,CLAYTON HIGH SCHOOL,,Biology,15,18,COND,Y,,NJ,Gloucester,F,NJ,,2022-04-11,2022-02-10,Y,CLAYTON,,,,0,,More Than 1 Race
100,131967,spring,IE,ft,,I will submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,FGNN: Graduated from college: Bachelors degree,,UGONN,CMDS,HO,EASTERN HIGH SCHOOL,,Health Science,7,18,COND,,,NJ,Camden,F,NJ,,2022-09-01,2022-08-23,,VOORHEES,,,600.0,0,,Hispanic or Latino
101,131965,spring,IE,ft,,I will submit SAT or ACT scores,Y,,,f,ENSC,FR,ENVL_BS,,,UGONN,GENE,HO,WEST DEPTFORD HIGH SCHOOL,,Environmental Science,15,18,COND,Y,,NJ,Gloucester,F,NJ,,2022-04-30,2022-01-31,Y,WESTVILLE,510.0,,480.0,990,,Caucasian or White
102,131961,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,Atlantic City 1 - Verified,m,EXSC,EO,EXSC-BS,,,UGONN,COND,HO,,,Exercise Science,39,19,COND,Y,,,,F,NJ,,2022-04-29,2022-01-31,,,,,,0,,Black or African American
103,131946,spring,IE,ft,20.0,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,,UGONN,COND,HO,JAMES CALDWELL HIGH SCHOOL,,Health Science,13,18,COND,Y,,NJ,Essex,F,NJ,,2022-04-17,2022-01-28,,WEST CALDWELL,,,,0,,Caucasian or White
104,131943,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,,UGONN,COND,HO,SOMERSET CO VO TECH,,Health Science,35,18,COND,Y,,NJ,Somerset,F,NJ,RUTGERS New Brunswick Piscatwy,2022-02-23,2022-01-28,,BRIDGEWATER,,,,0,NJ,Black or African American
105,131941,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,MARS,FR,MARS-BS,,,UGONN,MBIO,HO,TEANNECK HIGH SCHOOL,,Marine Science,3,18,COND,Y,,NJ,Bergen,F,NJ,,2022-04-17,2022-01-28,,TEANECK,,,,0,,Black or African American
106,131932,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,Atlantic City 1 - Verified,f,MATH,EO,MATH-BA,,,UGWPN,GENE,HO,EGG HARBOR TOWNSHIP HS,,Mathematics,1,17,COND,,,NJ,Atlantic,F,NJ,,2022-04-07,2022-03-22,,EGG HARBOR TOWNSHIP,,,,0,,Black or African American
107,131927,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,,UGONN,GENE,HO,FREEHOLD TWP. HIGH SCHOOL,,Health Science,25,18,COND,Y,,NJ,Monmouth,F,NJ,BROOKDALE COMMUNITY COLLEGE,2022-04-07,2022-01-26,,FREEHOLD,,,,0,NJ,Caucasian or White
108,131921,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,CSCI,FR,CSCI,,,UGONN,GENE,HO,WASHINGTON TWP. HIGH SCHOOL,,Computer Science,15,18,COND,Y,,NJ,Gloucester,F,NJ,,2022-04-23,2022-02-02,,SEWELL,630.0,,550.0,1180,,Caucasian or White
109,131915,spring,IE,ft,18.0,I will NOT submit SAT or ACT scores,Y,,,m,MARS,SP,MARS-BS,,,UGONN,COND,HO,LENAPE HIGH SCHOOL,,Marine Science,5,18,COND,Y,,NJ,Burlington,F,NJ,,2022-04-21,2022-01-25,Y,MEDFORD,,,,0,,Caucasian or White
110,131913,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,HLSC,SP,HLTH-BS,FGNY: High School diploma or GED,,UGWPN,GENE,,ATLANTIC CITY HS,,Health Science,1,18,COND,,,NJ,Atlantic,F,NJ,,2022-03-22,2022-01-25,,ATLANTIC CITY,470.0,,520.0,990,,Asian
111,131903,spring,IE,ft,,I will submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,FGNN: Graduated from college: Bachelors degree,,UGWPN,GENE,,PINELANDS REGIONAL HIGH SCHOOL,,Health Science,29,18,COND,,,NJ,Ocean,F,NJ,,2022-02-24,2022-02-02,,TUCKERTON,,,,0,,Black or African American
112,131901,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,Main Campus - Verified,f,HLSC,EO,HLTH-BS,,,UGWPN,COND,,PLEASANTVILLE HS,,Health Science,1,18,COND,,,NJ,Atlantic,F,NJ,,2022-04-18,2022-02-22,,PLEASANTVILLE,,,,0,,Hispanic or Latino
113,131888,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,HLSC,FR,HLTH-BS,,,UGONN,GENE,HO,TOMS RIVER HIGH SCHOOL SOUTH,,Health Science,29,18,COND,Y,,NJ,Ocean,F,NJ,,2022-04-17,2022-01-24,,TOMS RIVER,,,,0,,Black or African American
114,131885,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,CSCI,SP,CSCI,,,UGONN,COND,HO,CEDAR GROVE HIGH SCHOOL,,Computer Science,13,18,COND,Y,,NJ,Essex,F,NJ,,2022-02-16,2022-01-21,Y,CEDAR GROVE,,,,0,,Hispanic or Latino
115,131881,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,MARS,FR,MARS-BS,,,UGONN,COND,HO,COLONIA HIGH SCHOOL,,Marine Science,23,18,COND,Y,,NJ,Middlesex,F,NJ,,2022-03-27,2022-01-21,Y,COLONIA,410.0,,360.0,770,,Caucasian or White
116,131877,spring,IE,ft,,I will submit SAT or ACT scores,Y,,,m,PHYS,FR,PHYS-BS,,,UGONN,COND,HO,NORTHERN BURLINGTON CO HIGH,,Applied Physics,5,18,COND,Y,,NJ,Burlington,F,NJ,,2022-04-21,2022-03-25,Y,COLUMBUS,,,,0,,Caucasian or White
117,131873,spring,IE,ft,,I will submit SAT or ACT scores,Y,,,m,CSCI,FR,INSY,FGNN: Graduate school,,UGWPN,GENE,,EGG HARBOR TOWNSHIP HS,,Computer Information Systems,1,18,COND,,,NJ,Atlantic,F,NJ,,2022-03-24,2022-01-20,,EGG HARBOR TOWNSHIP,530.0,,550.0,1080,,Asian
118,131871,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,,UGONN,COND,HO,PEMBERTON TWP. HIGH SCHOOL,,Health Science,5,18,COND,Y,,NJ,Burlington,F,NJ,,2022-04-23,2022-01-20,,PEMBERTON,,,,0,,Black or African American
119,131870,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,,UGWPN,GENE,,ATLANTIC CITY HS,,Health Science,1,19,COND,,,NJ,Atlantic,F,NJ,,2022-04-28,2022-01-20,,ATLANTIC CITY,,,,0,,Asian
120,131869,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,CSCI,SP,BUSN-BS,,,UGONN,MKTG,HO,HARRISON HIGH SCHOOL,,Business Studies,17,17,COND,Y,,NJ,Hudson,F,NJ,,2022-04-24,2022-01-20,Y,HARRISON,,,,0,,Asian
121,131864,spring,IE,ft,,I will submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,,UGONN,GENE,HO,OAKCREST HIGH SCHOOL,,Health Science,1,18,COND,,,NJ,Atlantic,F,NJ,,2022-07-06,2022-01-19,,MAYS LANDING,510.0,,540.0,1050,,Caucasian or White
122,131862,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,EXSC,FR,EXSC-BS,,,UGWPN,GENE,,PLEASANTVILLE HS,,Exercise Science,1,19,COND,,,NJ,Atlantic,F,NJ,ATLANTIC CAPE COMMUNITY COL,2022-03-25,2022-03-01,,PLEASANTVILLE,,,,0,NJ,Hispanic or Latino
123,131854,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,MATH,FR,MATH-BA,,,UGONN,EDUC,HO,EAST BRUNSWICK HIGH SCHOOL,,Mathematics,23,18,COND,Y,,NJ,Middlesex,F,NJ,MIDDLESEX COLLEGE,2022-04-23,2022-01-27,,EAST BRUNSWICK,,,,0,NJ,Caucasian or White
124,131849,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,CSCI,SP,CSCI,,,UGONN,COND,HO,BERGENFIELD HIGH SCHOOL,,Computer Science,3,18,COND,Y,,NJ,Bergen,F,NJ,,2022-04-13,2022-01-18,Y,BERGENFIELD,,,,0,,Hispanic or Latino
125,131845,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,CSCI,FR,BUSN-BS,,,UGONN,MKTG,HO,LINDEN HIGH SCHOOL,,Business Studies,39,18,COND,Y,,NJ,Union,F,NJ,,2022-05-01,2022-04-01,Y,LINDEN,,,,0,,Hispanic or Latino
126,131840,spring,IE,ft,,I will submit SAT or ACT scores,Y,,,m,HLSC,FR,HLTH-BS,,,UGOUTN,GENE,HO,Danbury High School           ,,Health Science,99,17,COND,Y,,CT,Out of State,F,CT,,2022-05-01,2022-01-25,Y,DANBURY,560.0,,570.0,1130,,Asian
127,131834,,IE,,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,,,,UGONN,,HO,LEAP ACADEMY HIGH SCHOOL,,,7,18,COND,,,NJ,Camden,F,NJ,ROWAN UNIVERSITY,2022-04-21,2022-01-14,Y,CAMDEN,440.0,,370.0,810,NJ,Black or African American
128,131830,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,HLSC,FR,HLTH-BS,,,UGONN,COND,HO,EWING HIGH SCHOOL,,Health Science,21,18,COND,Y,,NJ,Mercer,F,NJ,MERCER COUNTY COMMUNITY COL,2022-04-06,2022-01-14,,TRENTON,,,,0,NJ,Caucasian or White
129,131823,spring,IE,ft,,I will submit SAT or ACT scores,Y,,,f,ENSC,FR,ENVL_BS,,,UGONN,SSHY,,EGG HARBOR TOWNSHIP HS,,Environmental Science,1,17,COND,,,NJ,Atlantic,F,NJ,,2022-04-13,2022-01-13,,EGG HARBOR TOWNSHIP,590.0,,530.0,1120,,Caucasian or White
130,131818,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,MARS,FR,MARS-BS,FGNN: Graduated from college: Bachelors degree,,UGONN,COND,HO,BUTLER HIGH SCHOOL,,Marine Science,27,18,COND,Y,,NJ,Morris,F,NJ,,2022-04-03,2022-01-13,,BUTLER,,,,0,,Unknown or Not Specified
131,131814,,IE,,,I will submit SAT or ACT scores,Y,,,f,HLSC,FR,,,,UGONN,,HO,DR. CHARLES BRIMM MED. ARTS HS,,,7,18,COND,,,NJ,Camden,F,NJ,,2022-04-30,2022-01-21,Y,CAMDEN,440.0,,500.0,940,,Black or African American
132,131809,spring,IE,ft,,I will NOT submit SAT or ACT scores,,,,m,HLSC,SP,HLTH-BS,,,,COND,HO,SENECA HS,,Health Science,5,19,COND,Y,,NJ,Burlington,F,NJ,,2022-04-28,2022-01-12,Y,TABERNACLE,,,,0,,Caucasian or White
133,131806,spring,IE,ft,,I will submit SAT or ACT scores,Y,,,f,CSCI,FR,CSCI,,,UGONN,GENE,HO,PAUL VI HIGH SCHOOL,,Computer Science,7,18,COND,Y,,NJ,Camden,F,NJ,,2022-04-17,2022-01-12,,HADDONFIELD,,,670.0,0,,Caucasian or White
134,131803,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,MATH,FR,MATH-BS,,,UGWPN,ACTU,,EGG HARBOR TOWNSHIP HS,,Mathematics,1,18,COND,,,NJ,Atlantic,F,NJ,,2022-04-07,2022-02-07,,EGG HARBOR TOWNSHIP,,,,0,,Caucasian or White
135,131802,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,,UGWPN,COND,,WILLIAMSTOWN HIGH SCHOOL,,Health Science,15,18,COND,,,NJ,Gloucester,F,NJ,,2022-04-23,2022-02-18,,WILLIAMSTOWN,,,,0,,Caucasian or White
136,131799,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,CSCI,FR,CSCI,,,UGOUTN,COND,HO,Tottenville High School       ,,Computer Science,99,18,COND,Y,,NY,Out of State,F,NY,St Johns Univ Sta Is          ,2022-04-04,2022-01-12,Y,STATEN ISLAND,,,,0,NY,Caucasian or White
137,131787,,IE,,,I will NOT submit SAT or ACT scores,Y,,,m,ENVL,SP,,,,UGONN,,HO,MIDDLETOWN HIGH SCHOOL NORTH,,,25,18,COND,,,NJ,Monmouth,F,NJ,,2022-04-13,2022-01-11,,MIDDLETOWN,,,,0,,Caucasian or White
138,131780,spring,IE,ft,,I will submit SAT or ACT scores,Y,,,m,MATH,FR,MATH-BA,,,UGONN,GENE,HO,PALMYRA HIGH SCHOOL,,Mathematics,7,18,COND,Y,,NJ,Burlington,F,NJ,,2022-04-30,2022-01-11,Y,PALMYRA,,,,0,,Black or African American
139,131777,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,BIOL,FR,BIOL-BA,FGNY: Completed grade school,,UGWPN,COND,,ATLANTIC COUNTY INST OF TECH,,Biology,1,18,COND,,,NJ,Atlantic,F,NJ,,2022-04-08,2022-01-11,,MAYS LANDING,,,,0,,Hispanic or Latino
140,131755,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,EXSC,SP,EXSC-BS,,,UGONN,GENE,HO,CAMDEN CATHOLIC HIGH SCHOOL,,Exercise Science,7,18,COND,Y,,NJ,Camden,F,NJ,,2022-05-12,2022-01-10,Y,CHERRY HILL,,,,0,,Hispanic or Latino
141,131748,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,Main Campus - Verified,m,PHYS,EO,PHYS-BS,,,UGONN,GENE,HO,ATLANTIC COUNTY INST OF TECH,,Applied Physics,1,18,COND,Y,,NJ,Atlantic,F,NJ,,2022-04-14,2022-01-07,Y,MAYS LANDING,,,,0,,Hispanic or Latino
142,131743,spring,IE,ft,,I will submit SAT or ACT scores,Y,,Main Campus - Verified,f,BCMB,EO,BCMB,FGNY: High School diploma or GED,,UGWPN,COND,,PLEASANTVILLE HS,,Biochemistry Molecular Biology,1,17,COND,,,NJ,Atlantic,F,NJ,,2022-02-07,2022-01-06,,PLEASANTVILLE,,,,0,,Black or African American
143,131731,,IE,,,I will NOT submit SAT or ACT scores,Y,,,m,CSCI,FR,,,,UGONN,,HO,HAMMONTON HS,,,1,18,COND,,,NJ,Atlantic,F,NJ,,2022-03-20,2022-01-05,,HAMMONTON,,,,0,,Caucasian or White
144,131729,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,HLSC,FR,BIOL-BS,,,UGONN,COND,HO,MIDDLE TOWNSHIP HIGH SCHOOL,,Biology,9,18,COND,Y,,NJ,Cape May,F,NJ,,2022-06-23,2022-02-04,Y,CAPE MAY COURT HOUSE,550.0,,560.0,1110,,Asian
145,131719,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,BIOL,FR,BIOL-BS,,,UGONN,COND,HO,DEPTFORD TOWNSHIP HIGH SCHOOL,,Biology,15,18,COND,Y,,NJ,Gloucester,F,NJ,,2022-03-14,2022-01-04,,DEPTFORD,,,,0,,Caucasian or White
146,131713,spring,IE,ft,,I will submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,,UGWPN,GENE,,ATLANTIC COUNTY INST OF TECH,,Health Science,1,19,COND,,,NJ,Atlantic,F,NJ,,2022-04-19,2022-01-10,,MAYS LANDING,420.0,,450.0,870,,Hispanic or Latino
147,131710,spring,IE,ft,,I will submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,,UGWPN,COND,,ABSEGAMI HIGH SCHOOL,,Health Science,1,18,COND,,,NJ,Atlantic,F,NJ,ATLANTIC CAPE COMMUNITY COL,2022-05-03,2022-04-13,,GALLOWAY,500.0,,520.0,1020,NJ,Black or African American
148,131705,spring,IE,ft,,I will submit SAT or ACT scores,Y,,,f,HLSC,FR,BIOL-BS,,,UGONN,COND,HO,TRENTON CENTRAL HIGH SCHOOL,,Biology,21,18,COND,,,NJ,Mercer,F,NJ,,2022-05-20,2022-04-28,,TRENTON,430.0,,400.0,830,,Hispanic or Latino
149,131700,spring,IE,ft,,I will submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,,UGONN,COND,HO,WOODSTOWN HIGH SCHOOL,,Health Science,33,18,COND,Y,,NJ,Salem,F,NJ,,2022-02-18,2022-02-01,Y,WOODSTOWN,480.0,,470.0,950,,Caucasian or White
150,131695,spring,IE,ft,,I will submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,,UGWPN,PRPT,,TIMBERCREEK HIGH SCHOOL,,Health Science,7,18,COND,,,NJ,Camden,F,NJ,CAMDEN COUNTY COLLEGE,2022-01-13,2022-01-01,,ERIAL,,,570.0,0,NJ,Hispanic or Latino
151,131679,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,ENSC,FR,ENVL_BS,,,UGOUTN,WILD,HO,Pottsgrove High School        ,,Environmental Science,99,18,COND,Y,,PA,Out of State,F,PA,,2022-03-12,2022-01-13,,POTTSTOWN,,,,0,,Caucasian or White
152,131671,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,ENSC,FR,ENVL_BS,,,UGONN,GENE,HO,WATCHUNG HILLS REGIONAL HS,,Environmental Science,35,18,COND,Y,,NJ,Somerset,F,NJ,,2022-04-06,2022-01-19,,WARREN,,,,0,,Hispanic or Latino
153,131659,spring,IE,ft,,I will submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,FGNN: Graduated from college: Bachelors degree,,UGONN,GENE,HO,TRITON REGIONAL HIGH SCHOOL,,Health Science,7,18,COND,,,NJ,Camden,F,NJ,,2022-03-25,2021-12-20,,RUNNEMEDE,520.0,,510.0,1030,,Caucasian or White
154,131657,,IE,,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,,FGNN: Graduated from college: Bachelors degree,,UGWPN,,,EGG HARBOR TOWNSHIP HS,,,1,18,COND,,,NJ,Atlantic,F,NJ,,2022-05-07,2022-02-08,,EGG HARBOR TOWNSHIP,,,,0,,Hispanic or Latino
155,131655,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,MARS,FR,MARS-BA,,,UGOUTN,COND,HO,Great Valley High School      ,,Marine Science,99,18,COND,Y,,PA,Out of State,F,PA,,2022-04-29,2022-01-25,Y,MALVERN,,,,0,,Caucasian or White
156,131639,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,Atlantic City 1 - Verified,f,EXSC,EO,EXSC-BS,,,UGOFFN,COND,HO,ATLANTIC COUNTY INST OF TECH,,Exercise Science,1,18,COND,Y,,NJ,Atlantic,F,NJ,,2022-04-06,2021-12-16,,MAYS LANDING,,,,0,,Hispanic or Latino
157,131638,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,BCMB,FR,BCMB,FGNN: Graduated from college: Bachelors degree,,UGONN,GENE,HO,TRITON REGIONAL HIGH SCHOOL,,Biochemistry Molecular Biology,7,18,COND,Y,,NJ,Camden,F,NJ,,2022-03-10,2021-12-16,,RUNNEMEDE,,,,0,,Caucasian or White
158,131635,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,HLSC,FR,HLTH-BS,,,UGWPN,GENE,,CEDAR CREEK HIGH SCHOOL,,Health Science,1,18,COND,,,NJ,Atlantic,F,NJ,ATLANTIC CAPE COMMUNITY COL,2022-08-15,2022-01-25,,EGG HARBOR CITY,480.0,,540.0,1020,NJ,Hispanic or Latino
159,131631,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,f,CHEM,FR,COMM,FGNY: High School diploma or GED,,UGOUTN,PRAD,HO,Bensalem High School          ,,Communication Studies,99,18,COND,Y,,PA,Out of State,F,PA,,2022-03-10,2021-12-15,,BENSALEM,440.0,,320.0,760,,More Than 1 Race
160,131628,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,,m,BIOL,FR,BIOL-BS,,,UGWPN,GENE,,EGG HARBOR TOWNSHIP HS,,Biology,1,18,COND,,,NJ,Atlantic,F,NJ,,2022-04-17,2021-12-15,,EGG HARBOR TOWNSHIP,,,,0,,Caucasian or White
161,131627,spring,IE,ft,19.0,I will submit SAT or ACT scores,Y,,,m,HLSC,FR,HLTH-BS,,,UGWPN,CMDS,HO,PILGRIM ACAD,,Health Science,1,18,COND,,,NJ,Atlantic,F,NJ,,2022-04-26,2021-12-15,,EGG HARBOR CITY,540.0,,460.0,1000,,Caucasian or White
162,131624,spring,IE,ft,,I will submit SAT or ACT scores,Y,,Atlantic City 1 - Verified,m,EXSC,EO,EXSC-BS,FGNY: Some college,,UGONN,COND,HO,KEARNY HIGH SCHOOL,,Exercise Science,17,18,COND,Y,,NJ,Hudson,F,NJ,,2022-04-13,2022-01-18,,KEARNY,,,,0,,Hispanic or Latino
163,131622,,IE,,,I will submit SAT or ACT scores,Y,,,f,HLSC,FR,,FGNY: High School diploma or GED,,UGONN,,,OAKCREST HIGH SCHOOL,,,1,17,COND,,,NJ,Atlantic,F,NJ,,2022-09-06,2022-06-01,,MAYS LANDING,510.0,,430.0,940,,Caucasian or White
164,131619,spring,IE,ft,,I will NOT submit SAT or ACT scores,Y,,Main Campus - Verified,m,BIOL,EO,BIOL-BS,,,UGONN,COND,HO,VINELAND HIGH SCHOOL,,Biology,11,19,COND,,,NJ,Cumberland,F,NJ,,2022-04-28,2022-01-27,,VINELAND,,,,0,,Caucasian or White
